43	47	23	3	78	31	36	17	46	24	1	13	21	51	37	31	8	1	30	4	3	65	58	46	58	53	43	61	24	4	8	98	30	17	67	42	10	36	3	31	10	60	8	32	50	18	66	6	11	45	2	36	57	44	22	17	30	73	8	22	2	16	47	29	18	27	5	8	26	51	4	82	49	10	76	21	30	51	11	5	21	58	26	41	38	73	45	85	59	32	10	6	1111	1111	71	2	16	50	18	36	1111	1111	30	45	53	83	66	14	34	85	23	10	4	35	20	62	46	5	35	10	35	37	36	56	22	16	28	41	28	20	34	10	40	87	70	51	8	15	7	40	33	46	71	6	50	58	39	57	14	4	1	33	3	21	21	78	17	38	1111	1111	17	42	78	8	23	59	0	21	4	56	11	25	9	52	84	22	41	39	77	6	53	97	63	76	60	49	8	24	16	36	31	61	21	29	52	35	49	12	15	18	
0	0	1	1	2	2	3	3	4	4	5	5	6	6	7	7	8	8	9	9	10	10	11	11	12	12	13	13	14	14	15	15	16	16	17	17	18	18	19	19	20	20	21	21	22	22	23	23	24	24	25	25	26	26	27	27	28	28	29	29	30	30	31	31	32	32	33	33	34	34	35	35	36	36	37	37	38	38	39	39	40	40	41	41	42	42	43	43	44	44	45	45	46	46	47	47	48	48	49	49	50	50	51	51	52	52	53	53	54	54	55	55	56	56	57	57	58	58	59	59	60	60	61	61	62	62	63	63	64	64	65	65	66	66	67	67	68	68	69	69	70	70	71	71	72	72	73	73	74	74	75	75	76	76	77	77	78	78	79	79	80	80	81	81	82	82	83	83	84	84	85	85	86	86	87	87	88	88	89	89	90	90	91	91	92	92	93	93	94	94	95	95	96	96	97	97	98	98	99	99	
79	16	66	21	51	26	13	40	72	28	4	32	82	27	28	31	77	60	49	54	33	89	12	49	24	17	36	8	3	28	42	61	10	29	17	15	10	71	65	25	40	62	1	22	6	33	14	5	37	91	27	46	1	43	61	85	22	1	53	89	6	11	8	17	54	22	2222	2222	26	29	32	37	1	6	46	40	16	35	42	62	44	18	27	8	30	11	39	14	57	82	14	68	10	36	9	26	3	84	31	15	32	19	28	27	11	1	21	65	21	10	21	73	10	58	63	9	36	11	66	54	9	39	45	72	10	2	2	65	16	23	47	32	62	2	37	31	44	17	37	40	50	43	19	0	21	63	69	74	9	60	8	10	39	7	69	16	13	12	0	91	51	24	35	24	29	59	15	64	59	14	34	50	13	50	48	56	69	0	31	11	13	3	39	23	59	69	75	29	8	30	16	31	55	1	6	25	6	21	4	2	
0	0	1	1	2	2	3	3	4	4	5	5	6	6	7	7	8	8	9	9	10	10	11	11	12	12	13	13	14	14	15	15	16	16	17	17	18	18	19	19	20	20	21	21	22	22	23	23	24	24	25	25	26	26	27	27	28	28	29	29	30	30	31	31	32	32	33	33	34	34	35	35	36	36	37	37	38	38	39	39	40	40	41	41	42	42	43	43	44	44	45	45	46	46	47	47	48	48	49	49	50	50	51	51	52	52	53	53	54	54	55	55	56	56	57	57	58	58	59	59	60	60	61	61	62	62	63	63	64	64	65	65	66	66	67	67	68	68	69	69	70	70	71	71	72	72	73	73	74	74	75	75	76	76	77	77	78	78	79	79	80	80	81	81	82	82	83	83	84	84	85	85	86	86	87	87	88	88	89	89	90	90	91	91	92	92	93	93	94	94	95	95	96	96	97	97	98	98	99	99	
26	29	16	37	39	21	90	42	44	38	52	57	23	28	34	35	29	27	28	62	45	52	20	8	30	24	25	26	19	3	8	60	10	12	13	48	27	3	14	27	8	80	57	39	11	40	55	27	18	75	6	49	27	44	25	2	41	43	11	85	54	55	3	7	4	10	47	1	44	35	40	10	50	42	22	33	59	22	14	7	25	30	70	39	17	4	57	92	40	6	88	45	2222	2222	40	23	32	40	5	42	43	24	41	4	65	11	92	44	50	56	21	93	31	28	44	23	36	39	33	10	44	41	76	58	53	23	4	48	11	15	13	23	71	43	13	50	9	11	54	16	6	13	65	32	9	24	50	33	51	13	56	83	24	3	2	34	54	64	18	12	45	29	1	57	15	20	4	12	3	66	0	78	59	34	85	19	14	91	52	2	55	25	17	48	18	65	57	30	15	19	56	63	16	3	31	37	6	22	27	54	
0	0	1	1	2	2	3	3	4	4	5	5	6	6	7	7	8	8	9	9	10	10	11	11	12	12	13	13	14	14	15	15	16	16	17	17	18	18	19	19	20	20	21	21	22	22	23	23	24	24	25	25	26	26	27	27	28	28	29	29	30	30	31	31	32	32	33	33	34	34	35	35	36	36	37	37	38	38	39	39	40	40	41	41	42	42	43	43	44	44	45	45	46	46	47	47	48	48	49	49	50	50	51	51	52	52	53	53	54	54	55	55	56	56	57	57	58	58	59	59	60	60	61	61	62	62	63	63	64	64	65	65	66	66	67	67	68	68	69	69	70	70	71	71	72	72	73	73	74	74	75	75	76	76	77	77	78	78	79	79	80	80	81	81	82	82	83	83	84	84	85	85	86	86	87	87	88	88	89	89	90	90	91	91	92	92	93	93	94	94	95	95	96	96	97	97	98	98	99	99	
49	71	31	72	1111	1111	26	69	9	50	35	23	30	11	40	76	18	22	64	24	40	55	33	10	56	17	42	18	36	0	19	28	16	12	53	32	19	21	8	49	28	20	36	75	52	27	57	49	43	27	2222	2222	29	23	83	12	55	40	42	28	55	51	24	60	75	21	9	5	4	13	41	2	95	4	47	71	64	14	28	38	3	60	12	18	25	10	65	21	25	23	6	17	33	7	46	64	68	38	11	7	42	52	55	80	35	50	59	45	1	47	33	7	48	19	3	70	61	40	7	13	47	31	24	5	40	27	62	37	82	45	20	40	5	40	61	22	30	4	73	48	57	20	27	30	32	12	30	8	84	35	61	5	39	8	59	0	9	16	28	65	50	15	31	53	45	16	8	1	13	84	9	39	44	12	2222	2222	32	25	2222	2222	33	14	49	63	22	40	28	35	46	54	65	37	68	29	9	38	9	29	63	17	
0	0	1	1	2	2	3	3	4	4	5	5	6	6	7	7	8	8	9	9	10	10	11	11	12	12	13	13	14	14	15	15	16	16	17	17	18	18	19	19	20	20	21	21	22	22	23	23	24	24	25	25	26	26	27	27	28	28	29	29	30	30	31	31	32	32	33	33	34	34	35	35	36	36	37	37	38	38	39	39	40	40	41	41	42	42	43	43	44	44	45	45	46	46	47	47	48	48	49	49	50	50	51	51	52	52	53	53	54	54	55	55	56	56	57	57	58	58	59	59	60	60	61	61	62	62	63	63	64	64	65	65	66	66	67	67	68	68	69	69	70	70	71	71	72	72	73	73	74	74	75	75	76	76	77	77	78	78	79	79	80	80	81	81	82	82	83	83	84	84	85	85	86	86	87	87	88	88	89	89	90	90	91	91	92	92	93	93	94	94	95	95	96	96	97	97	98	98	99	99	
4	62	34	28	51	36	45	53	39	73	40	10	30	71	74	37	81	70	27	86	35	4	1	22	27	67	56	6	29	18	58	22	46	54	50	6	7	9	24	31	2	23	53	8	23	37	47	35	0	53	83	0	10	34	47	31	43	8	27	0	40	11	86	28	82	32	22	16	55	53	65	7	20	2	12	44	68	28	3	0	14	2	41	16	4	42	33	94	18	6	32	24	2	30	55	4	16	55	34	9	46	28	71	90	20	6	6	65	7	50	25	2	81	65	42	63	45	4	27	12	49	30	51	44	2	56	8	53	61	26	30	2	12	8	49	50	55	15	31	89	50	33	1	11	58	67	54	10	26	44	41	31	13	87	47	28	16	31	8	24	8	27	41	20	6	58	30	14	19	89	48	54	6	47	22	8	26	9	1	44	7	70	10	71	39	21	16	41	62	15	55	53	20	24	45	10	45	47	32	48	
0	0	1	1	2	2	3	3	4	4	5	5	6	6	7	7	8	8	9	9	10	10	11	11	12	12	13	13	14	14	15	15	16	16	17	17	18	18	19	19	20	20	21	21	22	22	23	23	24	24	25	25	26	26	27	27	28	28	29	29	30	30	31	31	32	32	33	33	34	34	35	35	36	36	37	37	38	38	39	39	40	40	41	41	42	42	43	43	44	44	45	45	46	46	47	47	48	48	49	49	50	50	51	51	52	52	53	53	54	54	55	55	56	56	57	57	58	58	59	59	60	60	61	61	62	62	63	63	64	64	65	65	66	66	67	67	68	68	69	69	70	70	71	71	72	72	73	73	74	74	75	75	76	76	77	77	78	78	79	79	80	80	81	81	82	82	83	83	84	84	85	85	86	86	87	87	88	88	89	89	90	90	91	91	92	92	93	93	94	94	95	95	96	96	97	97	98	98	99	99	
2222	2222	56	12	47	34	1111	1111	35	74	77	9	1111	1111	0	14	55	73	76	15	1	31	56	67	74	2	15	63	25	2	8	25	52	12	28	55	66	45	45	57	45	10	21	33	86	1	26	36	69	9	61	26	51	6	40	48	23	41	28	47	21	36	1	37	18	40	13	41	77	10	32	94	16	5	9	27	35	13	37	33	78	3	82	57	20	5	74	49	20	40	43	76	8	84	10	32	5	7	10	16	17	46	50	54	70	72	25	20	23	27	5	12	15	0	26	13	7	72	35	9	2	31	47	17	13	40	4	6	26	72	41	0	7	18	2222	2222	32	55	16	45	33	53	24	15	28	44	10	53	3	37	23	16	28	31	19	31	46	45	24	23	37	33	17	19	41	16	15	21	80	13	28	20	11	2	73	27	10	30	6	29	47	40	7	25	35	7	54	0	8	11	34	6	61	4	4	25	4	41	16	24	
0	0	1	1	2	2	3	3	4	4	5	5	6	6	7	7	8	8	9	9	10	10	11	11	12	12	13	13	14	14	15	15	16	16	17	17	18	18	19	19	20	20	21	21	22	22	23	23	24	24	25	25	26	26	27	27	28	28	29	29	30	30	31	31	32	32	33	33	34	34	35	35	36	36	37	37	38	38	39	39	40	40	41	41	42	42	43	43	44	44	45	45	46	46	47	47	48	48	49	49	50	50	51	51	52	52	53	53	54	54	55	55	56	56	57	57	58	58	59	59	60	60	61	61	62	62	63	63	64	64	65	65	66	66	67	67	68	68	69	69	70	70	71	71	72	72	73	73	74	74	75	75	76	76	77	77	78	78	79	79	80	80	81	81	82	82	83	83	84	84	85	85	86	86	87	87	88	88	89	89	90	90	91	91	92	92	93	93	94	94	95	95	96	96	97	97	98	98	99	99	
20	83	34	82	55	0	21	19	25	68	53	46	15	36	5	16	57	45	6	0	86	53	32	7	40	36	20	23	19	1	75	27	21	16	54	62	0	26	25	18	5	26	18	1	49	30	1	60	30	15	35	38	22	16	53	35	0	61	7	38	76	43	6	28	77	13	44	7	70	82	13	72	6	11	92	33	8	29	6	30	31	62	36	85	31	74	69	11	28	62	81	37	97	45	61	4	21	0	39	23	82	35	70	71	60	38	19	0	12	29	21	38	29	10	54	71	60	4	27	87	45	20	18	52	49	20	45	60	47	48	47	9	12	18	2	9	43	31	18	12	52	11	5	67	3	28	32	44	4	59	8	62	1	2	51	4	36	61	65	6	36	25	19	90	12	7	5	70	36	54	83	87	73	62	43	24	1111	1111	38	65	40	17	19	24	31	16	64	14	11	40	51	88	17	69	8	25	35	32	31	14	
0	0	1	1	2	2	3	3	4	4	5	5	6	6	7	7	8	8	9	9	10	10	11	11	12	12	13	13	14	14	15	15	16	16	17	17	18	18	19	19	20	20	21	21	22	22	23	23	24	24	25	25	26	26	27	27	28	28	29	29	30	30	31	31	32	32	33	33	34	34	35	35	36	36	37	37	38	38	39	39	40	40	41	41	42	42	43	43	44	44	45	45	46	46	47	47	48	48	49	49	50	50	51	51	52	52	53	53	54	54	55	55	56	56	57	57	58	58	59	59	60	60	61	61	62	62	63	63	64	64	65	65	66	66	67	67	68	68	69	69	70	70	71	71	72	72	73	73	74	74	75	75	76	76	77	77	78	78	79	79	80	80	81	81	82	82	83	83	84	84	85	85	86	86	87	87	88	88	89	89	90	90	91	91	92	92	93	93	94	94	95	95	96	96	97	97	98	98	99	99	
72	32	43	70	66	3	25	41	36	50	14	53	24	85	72	0	28	24	49	14	39	3	11	68	4	13	48	22	38	0	22	30	29	3	27	12	22	25	66	64	39	14	7	18	3	36	61	67	63	54	32	7	28	94	52	2	20	49	2	59	18	64	1111	1111	49	20	1	8	1	30	45	14	43	40	0	2	36	22	0	56	90	32	30	10	20	1	45	51	67	21	44	24	57	14	13	28	53	8	13	24	36	35	30	5	26	25	58	9	21	62	3	0	71	21	91	51	23	44	42	6	39	5	34	64	4	23	22	12	6	26	8	16	41	22	23	42	60	46	15	36	35	23	12	57	72	0	1	70	12	10	48	1	25	88	27	95	34	50	15	94	26	12	72	49	12	18	57	44	82	80	38	36	47	40	77	3	47	52	32	67	5	44	53	37	21	35	46	0	7	5	57	5	48	6	26	5	17	61	44	16	
0	0	1	1	2	2	3	3	4	4	5	5	6	6	7	7	8	8	9	9	10	10	11	11	12	12	13	13	14	14	15	15	16	16	17	17	18	18	19	19	20	20	21	21	22	22	23	23	24	24	25	25	26	26	27	27	28	28	29	29	30	30	31	31	32	32	33	33	34	34	35	35	36	36	37	37	38	38	39	39	40	40	41	41	42	42	43	43	44	44	45	45	46	46	47	47	48	48	49	49	50	50	51	51	52	52	53	53	54	54	55	55	56	56	57	57	58	58	59	59	60	60	61	61	62	62	63	63	64	64	65	65	66	66	67	67	68	68	69	69	70	70	71	71	72	72	73	73	74	74	75	75	76	76	77	77	78	78	79	79	80	80	81	81	82	82	83	83	84	84	85	85	86	86	87	87	88	88	89	89	90	90	91	91	92	92	93	93	94	94	95	95	96	96	97	97	98	98	99	99	
7	86	54	24	60	20	4	37	28	9	64	49	22	4	70	86	27	3	74	34	0	25	46	8	8	22	48	31	6	8	1	26	10	33	53	26	14	11	35	41	41	16	14	21	8	2	38	4	60	40	20	69	57	8	11	3	65	14	63	49	9	11	73	5	44	6	27	17	1	32	44	53	78	16	66	7	19	36	61	1	7	44	18	19	25	49	24	3	68	28	70	20	32	39	19	81	41	38	79	54	0	8	37	31	9	16	23	40	86	5	21	31	28	67	46	39	44	55	28	14	8	19	3	18	16	5	13	1	61	45	2	22	3	7	21	28	40	9	22	61	90	30	77	0	5	2	21	60	2	3	51	85	9	53	37	11	21	22	12	34	5	7	24	65	3	43	8	34	67	19	24	7	77	65	43	75	18	5	64	82	38	1	62	51	37	15	28	65	30	44	44	27	1111	1111	37	21	64	19	78	35	
0	0	1	1	2	2	3	3	4	4	5	5	6	6	7	7	8	8	9	9	10	10	11	11	12	12	13	13	14	14	15	15	16	16	17	17	18	18	19	19	20	20	21	21	22	22	23	23	24	24	25	25	26	26	27	27	28	28	29	29	30	30	31	31	32	32	33	33	34	34	35	35	36	36	37	37	38	38	39	39	40	40	41	41	42	42	43	43	44	44	45	45	46	46	47	47	48	48	49	49	50	50	51	51	52	52	53	53	54	54	55	55	56	56	57	57	58	58	59	59	60	60	61	61	62	62	63	63	64	64	65	65	66	66	67	67	68	68	69	69	70	70	71	71	72	72	73	73	74	74	75	75	76	76	77	77	78	78	79	79	80	80	81	81	82	82	83	83	84	84	85	85	86	86	87	87	88	88	89	89	90	90	91	91	92	92	93	93	94	94	95	95	96	96	97	97	98	98	99	99	
63	4	86	89	9	12	27	7	34	76	9	74	41	16	6	85	93	9	25	22	15	21	56	25	21	56	19	57	24	39	66	11	19	7	48	22	0	75	26	37	43	34	5	3	25	23	1	36	12	79	11	10	18	32	23	41	21	22	19	44	55	86	23	37	58	47	28	60	51	49	14	41	3	26	26	18	5	21	59	3	91	43	40	37	66	37	32	22	14	88	11	0	19	21	54	8	4	62	19	18	55	43	74	48	5	40	24	12	30	28	5	8	41	42	82	11	30	25	37	62	77	11	34	71	70	8	40	71	54	2	24	6	7	35	47	13	56	21	14	61	7	57	70	75	36	13	1111	1111	17	40	44	37	21	66	22	56	29	25	13	57	28	40	1	55	82	58	50	0	66	73	68	5	26	16	57	14	1	3	1	17	18	23	0	47	62	31	60	77	11	2	58	67	13	60	58	33	26	55	9	40	
0	0	1	1	2	2	3	3	4	4	5	5	6	6	7	7	8	8	9	9	10	10	11	11	12	12	13	13	14	14	15	15	16	16	17	17	18	18	19	19	20	20	21	21	22	22	23	23	24	24	25	25	26	26	27	27	28	28	29	29	30	30	31	31	32	32	33	33	34	34	35	35	36	36	37	37	38	38	39	39	40	40	41	41	42	42	43	43	44	44	45	45	46	46	47	47	48	48	49	49	50	50	51	51	52	52	53	53	54	54	55	55	56	56	57	57	58	58	59	59	60	60	61	61	62	62	63	63	64	64	65	65	66	66	67	67	68	68	69	69	70	70	71	71	72	72	73	73	74	74	75	75	76	76	77	77	78	78	79	79	80	80	81	81	82	82	83	83	84	84	85	85	86	86	87	87	88	88	89	89	90	90	91	91	92	92	93	93	94	94	95	95	96	96	97	97	98	98	99	99	
2	5	3	31	65	5	36	9	24	22	13	12	26	2	19	6	16	72	6	5	15	50	75	22	86	14	1	10	79	21	30	33	40	73	84	77	1	34	9	16	76	54	4	34	34	3	48	49	34	3	86	17	86	2	24	72	39	80	41	0	7	26	23	37	1111	1111	29	47	1	9	53	18	77	50	26	37	38	48	49	62	23	48	61	6	28	4	66	8	4	5	63	8	13	85	78	56	4	80	79	18	12	6	12	59	49	70	24	33	42	4	29	45	1111	1111	26	13	1111	1111	21	4	75	12	32	14	13	40	59	16	12	64	20	45	71	4	45	61	84	71	49	22	8	42	69	30	7	8	33	38	65	2	27	53	33	62	28	9	72	19	51	1	36	40	25	14	52	17	23	35	1	29	60	63	12	41	50	2	69	27	34	18	53	65	27	21	6	16	30	48	4	18	60	13	67	53	67	54	30	60	33	58	
0	0	1	1	2	2	3	3	4	4	5	5	6	6	7	7	8	8	9	9	10	10	11	11	12	12	13	13	14	14	15	15	16	16	17	17	18	18	19	19	20	20	21	21	22	22	23	23	24	24	25	25	26	26	27	27	28	28	29	29	30	30	31	31	32	32	33	33	34	34	35	35	36	36	37	37	38	38	39	39	40	40	41	41	42	42	43	43	44	44	45	45	46	46	47	47	48	48	49	49	50	50	51	51	52	52	53	53	54	54	55	55	56	56	57	57	58	58	59	59	60	60	61	61	62	62	63	63	64	64	65	65	66	66	67	67	68	68	69	69	70	70	71	71	72	72	73	73	74	74	75	75	76	76	77	77	78	78	79	79	80	80	81	81	82	82	83	83	84	84	85	85	86	86	87	87	88	88	89	89	90	90	91	91	92	92	93	93	94	94	95	95	96	96	97	97	98	98	99	99	
1	23	3	38	26	59	2	4	58	70	57	1	18	7	60	59	47	25	11	23	44	26	15	22	21	17	5	43	22	68	31	18	5	20	21	12	77	53	60	74	60	23	17	10	41	38	4	33	33	17	17	27	26	49	57	11	10	38	36	59	23	25	1	63	40	46	65	45	33	64	21	16	20	16	19	42	50	73	2222	2222	0	37	16	28	2	9	54	43	37	76	36	63	39	24	36	47	40	1	43	8	8	63	47	54	53	9	6	42	1	50	70	7	40	5	27	20	23	8	22	34	19	3	17	43	33	2	9	37	21	61	19	62	6	71	17	22	76	17	57	23	6	30	4	80	85	27	18	17	50	8	38	9	6	15	47	15	26	43	2	75	71	26	4	29	0	23	94	23	29	59	2	7	1	9	20	75	54	12	6	11	62	29	27	9	26	3	21	8	1	31	39	36	2	35	9	35	1	20	95	0	
0	0	1	1	2	2	3	3	4	4	5	5	6	6	7	7	8	8	9	9	10	10	11	11	12	12	13	13	14	14	15	15	16	16	17	17	18	18	19	19	20	20	21	21	22	22	23	23	24	24	25	25	26	26	27	27	28	28	29	29	30	30	31	31	32	32	33	33	34	34	35	35	36	36	37	37	38	38	39	39	40	40	41	41	42	42	43	43	44	44	45	45	46	46	47	47	48	48	49	49	50	50	51	51	52	52	53	53	54	54	55	55	56	56	57	57	58	58	59	59	60	60	61	61	62	62	63	63	64	64	65	65	66	66	67	67	68	68	69	69	70	70	71	71	72	72	73	73	74	74	75	75	76	76	77	77	78	78	79	79	80	80	81	81	82	82	83	83	84	84	85	85	86	86	87	87	88	88	89	89	90	90	91	91	92	92	93	93	94	94	95	95	96	96	97	97	98	98	99	99	
